time_ms,rawAccelX_g,rawAccelY_g,rawAccelZ_g,rawGyroX_dps,rawGyroY_dps,rawGyroZ_dps,filteredAccelX_g,filteredAccelY_g,filteredAccelZ_g,filteredGyroX_dps,filteredGyroY_dps,filteredGyroZ_dps
6212,0.000098,0.000127,0.003980,0.029084,-0.006260,0.087099,0.000402,-0.001352,0.000289,0.024334,0.006983,-0.008191
6312,-0.002344,-0.003047,-0.012378,-0.009084,0.161679,0.003130,-0.000147,-0.001691,-0.002244,0.020992,0.022453,-0.007059
6412,0.006934,-0.008174,-0.002856,-0.016718,-0.029160,-0.073206,0.001269,-0.002988,-0.002367,0.017221,0.017292,-0.013674
6512,0.000342,0.000859,0.000562,0.143588,0.047176,0.018397,0.001083,-0.002218,-0.001781,0.029858,0.020280,-0.010467
6612,-0.002832,0.001836,0.000317,0.051985,-0.097863,-0.050305,0.000300,-0.001407,-0.001361,0.032071,0.008466,-0.014451
6712,-0.002832,0.000371,-0.002856,-0.024351,0.077710,0.102366,-0.000326,-0.001052,-0.001660,0.026429,0.015390,-0.002769
6812,-0.006738,-0.001582,-0.000659,0.051985,-0.128397,0.079466,-0.001609,-0.001158,-0.001460,0.028984,0.001011,0.005455
6912,0.003027,0.002324,-0.003101,-0.115954,0.108244,-0.134275,-0.000681,-0.000461,-0.001788,0.014490,0.011735,-0.008518
7012,0.000586,-0.002314,-0.004321,-0.177023,-0.021527,0.026031,-0.000428,-0.000832,-0.002295,-0.004661,0.008409,-0.005064
7112,0.001074,-0.001094,-0.006030,0.067252,-0.052061,-0.027405,-0.000128,-0.000884,-0.003042,0.002530,0.002362,-0.007298
7212,-0.002344,-0.002803,0.002026,0.051985,-0.052061,0.140534,-0.000571,-0.001268,-0.002028,0.007476,-0.003081,0.007486
7312,-0.002344,0.002324,-0.009448,0.051985,0.100611,0.010763,-0.000925,-0.000550,-0.003512,0.011927,0.007288,0.007813
7412,-0.001123,-0.000605,-0.004321,0.029084,-0.074962,0.079466,-0.000965,-0.000561,-0.003674,0.013642,-0.000937,0.014979
7512,-0.002588,-0.000361,0.005933,0.013817,-0.181832,0.048931,-0.001289,-0.000521,-0.001753,0.013660,-0.019026,0.018374
7612,0.001807,0.000371,0.000806,0.097786,0.054809,0.140534,-0.000670,-0.000342,-0.001241,0.022072,-0.011643,0.030590
7712,0.016211,-0.008662,0.002026,-0.680840,-0.097863,2.781756,0.002706,-0.002006,-0.000588,-0.048219,-0.020265,0.305707
7812,-0.001367,0.013555,-0.012378,-2.291527,0.192214,14.285573,0.001891,0.001106,-0.002946,-0.272550,0.000983,1.703694
7912,0.001807,-0.010371,0.007642,0.838244,-0.319237,-5.615191,0.001874,-0.001190,-0.000828,-0.161470,-0.031039,0.971805
8012,-0.009180,-0.028926,0.002271,0.197023,0.100611,-0.256412,-0.000336,-0.006737,-0.000208,-0.125621,-0.017874,0.848983
8112,0.022559,-0.069697,0.006177,-2.535802,0.405954,3.087099,0.004243,-0.019329,0.001069,-0.366639,0.024509,1.072795
8212,0.091162,0.039678,0.014233,-9.551068,0.787634,13.400077,0.021626,-0.007528,0.003702,-1.285082,0.100821,2.305523
8312,0.016943,-0.010371,0.117505,23.158855,-18.128397,16.545115,0.020690,-0.008096,0.026462,1.159312,-1.722101,3.729483
8412,0.138281,0.107793,0.205884,-0.970916,-17.807787,38.751221,0.044208,0.015082,0.062347,0.946289,-3.330670,7.231657
8512,0.065527,-0.018672,0.436108,-75.352600,39.306721,-6.378550,0.048472,0.008331,0.137099,-6.683601,0.933070,5.870636
8612,0.088232,-0.106074,-0.131274,-82.085426,43.383057,-0.989237,0.056424,-0.014550,0.083424,-14.223785,5.178070,5.184649
8712,0.059424,-0.251582,-0.318530,-96.741913,40.306721,9.690153,0.057024,-0.061957,0.003033,-22.475601,8.690936,5.635199
8812,-0.034570,-0.301631,-0.452319,-23.467098,1.413588,5.636717,0.038705,-0.109891,-0.088037,-22.574751,7.963201,5.635351
8912,-0.083398,-0.356318,-0.320728,21.143589,-20.258169,-3.218244,0.014284,-0.159177,-0.134575,-18.202917,5.141063,4.749991
9012,-0.027246,-0.394648,-0.053394,17.784809,-30.250534,-11.019771,0.005978,-0.206271,-0.118339,-14.604144,1.601903,3.173015
9112,-0.032373,-0.386348,0.004468,11.578703,-10.151299,-2.180076,-0.001692,-0.242286,-0.093778,-11.985859,0.426582,2.637705
9212,0.158545,-0.338252,-0.265308,51.960381,1.337252,3.674886,0.030355,-0.261480,-0.128084,-5.591233,0.517649,2.741423
9312,-0.082178,-0.097529,-0.693286,43.960381,-41.395573,-14.676259,0.007849,-0.228689,-0.241124,-0.636071,-3.673674,0.999655
9412,-0.016992,-0.286982,0.818921,28.303894,-49.510075,32.560383,0.002881,-0.240348,-0.029115,2.257926,-8.257315,4.155728
9512,0.128027,-0.048457,0.049390,-14.428931,13.818168,15.728320,0.027910,-0.201970,-0.013414,0.589240,-6.049766,5.312988
9612,0.040137,-0.188594,0.191235,-69.879318,50.780003,-4.386183,0.030355,-0.199295,0.027516,-6.457617,-0.366787,4.343070
9712,0.005957,-0.151240,-0.003101,0.471832,-0.571145,-0.294580,0.025476,-0.189684,0.021392,-5.764672,-0.387223,3.879305
9812,0.057959,-0.156123,-0.030688,9.555802,-25.868856,-2.210611,0.031972,-0.182972,0.010976,-4.232624,-2.935387,3.270313
9912,-0.066064,-0.174189,0.120679,13.693207,-23.334505,8.026031,0.012365,-0.181215,0.032917,-2.440041,-4.975299,3.745885
10012,0.048926,-0.140498,0.399976,9.792443,-20.609314,-2.546489,0.019677,-0.173072,0.106329,-1.216792,-6.538701,3.116648
10112,0.033545,-0.080684,0.107739,11.303894,21.070076,0.010763,0.022451,-0.154594,0.106611,0.035277,-3.777823,2.806059
10212,0.004980,-0.150264,-0.077075,-2.314428,24.779999,-4.615191,0.018957,-0.153728,0.069874,-0.199694,-0.922040,2.063934
